dep,arr,dist,freq,pasN,pasV,crgN,cv_id,dep_lat,dep_lon,arr_lat,arr_lon,year
東京,神戸,695.0,55.0,405641.0,537017.0,1086.0,cv81,35.551216,139.7762,34.63442,135.22852,2012
神戸,東京,695.0,55.0,415448.0,566904.0,269.0,cv82,34.63442,135.22852,35.551216,139.7762,2012
東京,鳥取,667.0,27.0,132540.0,232097.0,238.0,cv83,35.551216,139.7762,35.529102,134.16618,2012
鳥取,東京,667.0,27.0,131431.0,231317.0,448.0,cv84,35.529102,134.16618,35.551216,139.7762,2012
東京,米子,776.0,34.0,182736.0,298080.0,271.0,cv85,35.551216,139.7762,35.493343,133.24126,2012
米子,東京,776.0,34.0,179325.0,297750.0,1682.0,cv86,35.493343,133.24126,35.551216,139.7762,2012
東京,出雲,801.0,34.0,220654.0,339059.0,223.0,cv87,35.551216,139.7762,35.41347,132.8881,2012
出雲,東京,801.0,34.0,222234.0,337094.0,729.0,cv88,35.41347,132.8881,35.551216,139.7762,2012
東京,石見,907.0,6.0,30855.0,51908.0,1.0,cv89,35.551216,139.7762,34.67646,131.79147,2012
東京,岡山,685.0,64.0,406694.0,693326.0,1436.0,cv91,35.551216,139.7762,34.75624,133.8539,2012
岡山,東京,685.0,64.0,406210.0,692944.0,4207.0,cv92,34.75624,133.8539,35.551216,139.7762,2012
東京,広島,790.0,115.0,882746.0,1535554.0,7071.0,cv93,35.551216,139.7762,34.437153,132.91936,2012
広島,東京,790.0,115.0,868012.0,1532751.0,12882.0,cv94,34.437153,132.91936,35.551216,139.7762,2012
東京,山口宇部,935.0,61.0,348586.0,623171.0,906.0,cv95,35.551216,139.7762,33.930035,131.27617,2012
山口宇部,東京,935.0,61.0,346174.0,622541.0,1773.0,cv96,33.930035,131.27617,35.551216,139.7762,2012
東京,徳島,703.0,63.0,338506.0,588786.0,499.0,cv97,35.551216,139.7762,34.13451,134.59927,2012
徳島,東京,703.0,63.0,329335.0,587634.0,889.0,cv98,34.13451,134.59927,35.551216,139.7762,2012
東京,高松,711.0,83.0,523734.0,951505.0,2545.0,cv99,35.551216,139.7762,34.21506,134.01823,2012
高松,東京,711.0,83.0,520940.0,949252.0,4895.0,cv100,34.21506,134.01823,35.551216,139.7762,2012
東京,松山,859.0,83.0,634416.0,1115151.0,2166.0,cv101,35.551216,139.7762,33.82728,132.70114,2012
松山,東京,859.0,83.0,647533.0,1114381.0,5790.0,cv102,33.82728,132.70114,35.551216,139.7762,2012
東京,高知,824.0,62.0,374098.0,677515.0,564.0,cv103,35.551216,139.7762,33.546574,133.67201,2012
高知,東京,824.0,62.0,372134.0,676505.0,2738.0,cv104,33.546574,133.67201,35.551216,139.7762,2012
東京,北九州,958.0,110.0,531914.0,875718.0,5425.0,cv105,35.551216,139.7762,33.8417,131.03409,2012
北九州,東京,958.0,110.0,510812.0,876852.0,5558.0,cv106,33.8417,131.03409,35.551216,139.7762,2012
東京,佐賀,1130.0,32.0,136241.0,239481.0,6337.0,cv107,35.551216,139.7762,33.150776,130.29915,2012
佐賀,東京,1130.0,27.0,138051.0,239150.0,897.0,cv108,33.150776,130.29915,35.551216,139.7762,2012
東京,長崎,1143.0,95.0,645666.0,1096300.0,1854.0,cv109,35.551216,139.7762,32.916122,129.9171,2012
長崎,東京,1143.0,95.0,634409.0,1096463.0,8081.0,cv110,32.916122,129.9171,35.551216,139.7762,2012
東京,熊本,1086.0,132.0,874128.0,1452070.0,6016.0,cv111,35.551216,139.7762,32.836884,130.85698,2012
熊本,東京,1086.0,131.0,881163.0,1449468.0,10541.0,cv112,32.836884,130.85698,35.551216,139.7762,2012
東京,大分,928.0,90.0,512883.0,832530.0,1933.0,cv113,35.551216,139.7762,33.47985,131.73596,2012
大分,東京,928.0,90.0,505990.0,830612.0,4155.0,cv114,33.47985,131.73596,35.551216,139.7762,2012
東京,宮崎,1023.0,119.0,589141.0,1045797.0,1575.0,cv115,35.551216,139.7762,31.875992,131.44746,2012
宮崎,東京,1023.0,119.0,587206.0,1045803.0,5958.0,cv116,31.875992,131.44746,35.551216,139.7762,2012
東京,鹿児島,1111.0,144.0,1027946.0,1674883.0,4548.0,cv117,35.551216,139.7762,31.804005,130.71729,2012
鹿児島,東京,1111.0,144.0,1021250.0,1666712.0,17586.0,cv118,31.804005,130.71729,35.551216,139.7762,2012
東京,奄美,1436.0,6.0,34569.0,58062.0,47.0,cv119,35.551216,139.7762,28.430658,129.71019,2012
奄美,東京,1436.0,6.0,33693.0,57732.0,296.0,cv120,28.430658,129.71019,35.551216,139.7762,2012
東京,久米島,1888.0,0.0,3777.0,6590.0,4.0,cv121,35.551216,139.7762,26.36407,126.71598,2012
久米島,東京,1888.0,0.0,6391.0,6815.0,108.0,cv122,26.36407,126.71598,35.551216,139.7762,2012
東京,宮古,2020.0,7.0,39102.0,57575.0,353.0,cv123,35.551216,139.7762,24.782349,125.29589,2012
宮古,東京,2020.0,6.0,33527.0,52700.0,173.0,cv124,24.782349,125.29589,35.551216,139.7762,2012
東京,石垣,2171.0,12.0,58464.0,95690.0,424.0,cv125,35.551216,139.7762,24.34473,124.185486,2012
石垣,東京,2171.0,8.0,58715.0,64370.0,934.0,cv126,24.34473,124.185486,35.551216,139.7762,2012
成田,中部,500.0,41.0,155624.0,321284.0,1826.0,cv135,35.772907,140.3888,34.858578,136.81133,2012
中部,成田,500.0,41.0,157206.0,321475.0,1234.0,cv136,34.858578,136.81133,35.772907,140.3888,2012
大阪,釧路,1336.0,0.0,5921.0,7959.0,3.0,cv141,34.7914,135.4404,43.042946,144.19371,2012
釧路,大阪,1336.0,0.0,5330.0,7959.0,37.0,cv142,43.042946,144.19371,34.7914,135.4404,2012
大阪,旭川,1320.0,0.0,3806.0,4200.0,1.0,cv143,34.7914,135.4404,43.6687,142.4513,2012
大阪,青森,946.0,16.0,53279.0,72280.0,52.0,cv145,34.7914,135.4404,40.734207,140.68896,2012
青森,大阪,946.0,15.0,52835.0,71861.0,44.0,cv146,40.734207,140.68896,34.7914,135.4404,2012
大阪,花巻,870.0,24.0,73808.0,94392.0,40.0,cv147,34.7914,135.4404,39.428875,141.13478,2012
花巻,大阪,870.0,22.0,67930.0,88928.0,76.0,cv148,39.428875,141.13478,34.7914,135.4404,2012
大阪,仙台,803.0,71.0,342650.0,513089.0,844.0,cv149,34.7914,135.4404,38.138416,140.91295,2012
仙台,大阪,803.0,70.0,338948.0,510725.0,998.0,cv150,38.138416,140.91295,34.7914,135.4404,2012
大阪,秋田,793.0,21.0,41116.0,59302.0,44.0,cv151,34.7914,135.4404,39.614624,140.21924,2012
秋田,大阪,793.0,21.0,42057.0,59304.0,13.0,cv152,39.614624,140.21924,34.7914,135.4404,2012
大阪,新潟,611.0,58.0,171781.0,278035.0,90.0,cv159,34.7914,135.4404,37.95452,139.11305,2012
新潟,大阪,611.0,58.0,175321.0,277533.0,75.0,cv160,37.95452,139.11305,34.7914,135.4404,2012
大阪,隠岐,366.0,6.0,16708.0,27638.0,1.0,cv163,34.7914,135.4404,36.17799,133.32285,2012
大阪,出雲,362.0,39.0,51224.0,87618.0,22.0,cv165,34.7914,135.4404,35.41347,132.8881,2012
出雲,大阪,362.0,39.0,49730.0,87214.0,19.0,cv166,35.41347,132.8881,34.7914,135.4404,2012
大阪,松山,378.0,78.0,235949.0,366503.0,78.0,cv169,34.7914,135.4404,33.82728,132.70114,2012
松山,大阪,378.0,78.0,231096.0,364670.0,178.0,cv170,33.82728,132.70114,34.7914,135.4404,2012
大阪,高知,300.0,62.0,136569.0,250462.0,19.0,cv171,34.7914,135.4404,33.546574,133.67201,2012
高知,大阪,300.0,62.0,134592.0,250288.0,103.0,cv172,33.546574,133.67201,34.7914,135.4404,2012
大阪,長崎,673.0,42.0,158878.0,266340.0,155.0,cv175,34.7914,135.4404,32.916122,129.9171,2012
長崎,大阪,673.0,42.0,154054.0,266292.0,547.0,cv176,32.916122,129.9171,34.7914,135.4404,2012
大阪,熊本,621.0,60.0,221458.0,373826.0,686.0,cv177,34.7914,135.4404,32.836884,130.85698,2012
熊本,大阪,621.0,60.0,222980.0,374229.0,1357.0,cv178,32.836884,130.85698,34.7914,135.4404,2012
大阪,大分,462.0,34.0,85581.0,119347.0,67.0,cv179,34.7914,135.4404,33.47985,131.73596,2012
大分,大阪,462.0,34.0,84013.0,119118.0,163.0,cv180,33.47985,131.73596,34.7914,135.4404,2012
大阪,宮崎,568.0,62.0,258746.0,394508.0,412.0,cv181,34.7914,135.4404,31.875992,131.44746,2012
宮崎,大阪,568.0,62.0,257300.0,392158.0,947.0,cv182,31.875992,131.44746,34.7914,135.4404,2012
大阪,鹿児島,655.0,85.0,368753.0,602805.0,1030.0,cv183,34.7914,135.4404,31.804005,130.71729,2012
鹿児島,大阪,655.0,85.0,368482.0,610772.0,3531.0,cv184,31.804005,130.71729,34.7914,135.4404,2012
大阪,奄美,989.0,7.0,37463.0,69755.0,15.0,cv189,34.7914,135.4404,28.430658,129.71019,2012
奄美,大阪,989.0,7.0,37203.0,69568.0,65.0,cv190,28.430658,129.71019,34.7914,135.4404,2012
関西,函館,1197.0,9.0,43419.0,66120.0,21.0,cv193,34.431736,135.24341,41.77024,140.82375,2012
函館,関西,1197.0,9.0,41966.0,65741.0,25.0,cv194,41.77024,140.82375,34.431736,135.24341,2012
旭川,関西,1461.0,3.0,15750.0,22837.0,14.0,cv196,43.6687,142.4513,34.431736,135.24341,2012
女満別,関西,1589.0,2.0,13855.0,18990.0,71.0,cv198,43.87951,144.16162,34.431736,135.24341,2012
関西,宮古,1530.0,0.0,2154.0,2635.0,3.0,cv205,34.431736,135.24341,24.782349,125.29589,2012
宮古,関西,1530.0,0.0,2118.0,2630.0,2.0,cv206,24.782349,125.29589,34.431736,135.24341,2012
関西,石垣,1650.0,7.0,35960.0,54085.0,186.0,cv207,34.431736,135.24341,24.34473,124.185486,2012
石垣,関西,1650.0,7.0,47782.0,54200.0,741.0,cv208,24.34473,124.185486,34.431736,135.24341,2012
新千歳,稚内,357.0,13.0,17013.0,51612.0,2.0,cv209,42.783703,141.68295,45.403435,141.79831,2012
稚内,新千歳,357.0,13.0,18295.0,51338.0,8.0,cv210,45.403435,141.79831,42.783703,141.68295,2012
新千歳,釧路,276.0,24.0,48021.0,126303.0,3.0,cv211,42.783703,141.68295,43.042946,144.19371,2012
釧路,新千歳,276.0,24.0,50512.0,125964.0,30.0,cv212,43.042946,144.19371,42.783703,141.68295,2012
新千歳,函館,217.0,24.0,31433.0,93291.0,1.0,cv213,42.783703,141.68295,41.77024,140.82375,2012
函館,新千歳,217.0,23.0,30606.0,93151.0,1.0,cv214,41.77024,140.82375,42.783703,141.68295,2012
中標津,新千歳,374.0,20.0,42747.0,80206.0,3.0,cv220,43.57671,144.95811,42.783703,141.68295,2012
新千歳,女満別,354.0,37.0,72043.0,126456.0,3.0,cv223,42.783703,141.68295,43.87951,144.16162,2012
女満別,新千歳,354.0,36.0,67907.0,126326.0,18.0,cv224,43.87951,144.16162,42.783703,141.68295,2012
新千歳,青森,307.0,21.0,44525.0,58380.0,3.0,cv225,42.783703,141.68295,40.734207,140.68896,2012
青森,新千歳,307.0,21.0,44340.0,58306.0,12.0,cv226,40.734207,140.68896,42.783703,141.68295,2012
新千歳,花巻,467.0,16.0,38241.0,49362.0,2.0,cv227,42.783703,141.68295,39.428875,141.13478,2012
花巻,新千歳,467.0,17.0,39316.0,49864.0,2.0,cv228,39.428875,141.13478,42.783703,141.68295,2012
新千歳,秋田,443.0,20.0,38960.0,54964.0,2.0,cv229,42.783703,141.68295,39.614624,140.21924,2012
秋田,新千歳,443.0,20.0,38909.0,54760.0,7.0,cv230,39.614624,140.21924,42.783703,141.68295,2012
丘珠,釧路,282.0,18.0,17896.0,34776.0,4.0,cv237,43.116447,141.38142,43.042946,144.19371,2012
釧路,丘珠,282.0,18.0,17976.0,34812.0,1.0,cv238,43.042946,144.19371,43.116447,141.38142,2012
丘珠,函館,257.0,27.0,31161.0,51732.0,3.0,cv239,43.116447,141.38142,41.77024,140.82375,2012
函館,丘珠,257.0,27.0,30621.0,51444.0,4.0,cv240,41.77024,140.82375,43.116447,141.38142,2012
函館,奥尻,176.0,6.0,4272.0,11592.0,3.0,cv247,41.77024,140.82375,42.068184,139.43912,2012
奥尻,函館,176.0,6.0,4159.0,11556.0,2.0,cv248,42.068184,139.43912,41.77024,140.82375,2012
仙台,新千歳,664.0,62.0,214678.0,325658.0,339.0,cv249,38.138416,140.91295,42.783703,141.68295,2012
新千歳,仙台,664.0,62.0,216571.0,323828.0,229.0,cv250,42.783703,141.68295,38.138416,140.91295,2012
仙台,那覇,2010.0,4.0,37941.0,55663.0,611.0,cv253,38.138416,140.91295,26.199286,127.64285,2012
那覇,仙台,2010.0,4.0,38161.0,54989.0,273.0,cv254,26.199286,127.64285,38.138416,140.91295,2012
福島,新千歳,720.0,12.0,44452.0,84924.0,35.0,cv255,37.227985,140.43062,42.783703,141.68295,2012
新千歳,福島,720.0,12.0,44984.0,84924.0,5.0,cv256,42.783703,141.68295,37.227985,140.43062,2012
調布,大島,104.0,18.0,8326.0,17546.0,15.0,cv258,35.671425,139.52916,34.782726,139.36238,2012
新島,調布,147.0,21.0,13424.0,20732.0,3.0,cv271,34.36959,139.268,35.671425,139.52916,2012
調布,新島,147.0,21.0,10763.0,20714.0,26.0,cv272,35.671425,139.52916,34.36959,139.268,2012
新潟,新千歳,755.0,22.0,68067.0,129750.0,24.0,cv273,37.95452,139.11305,42.783703,141.68295,2012
新千歳,新潟,755.0,22.0,69555.0,129814.0,47.0,cv274,42.783703,141.68295,37.95452,139.11305,2012
新潟,那覇,1935.0,4.0,18341.0,33558.0,12.0,cv275,37.95452,139.11305,26.199286,127.64285,2012
那覇,新潟,1935.0,4.0,18208.0,33822.0,4.0,cv276,26.199286,127.64285,37.95452,139.11305,2012
富山,新千歳,875.0,6.0,25383.0,45738.0,31.0,cv277,36.649124,137.18738,42.783703,141.68295,2012
新千歳,富山,875.0,6.0,26564.0,45612.0,20.0,cv278,42.783703,141.68295,36.649124,137.18738,2012
金沢,新千歳,959.0,6.0,33155.0,45738.0,98.0,cv279,36.3938,136.41144,42.783703,141.68295,2012
新千歳,金沢,959.0,6.0,33091.0,45738.0,17.0,cv280,42.783703,141.68295,36.3938,136.41144,2012
静岡,新千歳,1137.0,11.0,37395.0,62007.0,160.0,cv283,34.79473,138.18552,42.783703,141.68295,2012
新千歳,静岡,1137.0,11.0,36576.0,62493.0,1.0,cv284,42.783703,141.68295,34.79473,138.18552,2012
静岡,那覇,1558.0,6.0,30741.0,43460.0,179.0,cv295,34.79473,138.18552,26.199286,127.64285,2012
那覇,静岡,1558.0,6.0,31618.0,43371.0,1.0,cv296,26.199286,127.64285,34.79473,138.18552,2012
中部,函館,960.0,9.0,50079.0,85559.0,49.0,cv315,34.858578,136.81133,41.77024,140.82375,2012
函館,中部,960.0,9.0,45055.0,85070.0,148.0,cv316,41.77024,140.82375,34.858578,136.81133,2012
中部,旭川,1222.0,6.0,27183.0,54752.0,43.0,cv317,34.858578,136.81133,43.6687,142.4513,2012
旭川,中部,1222.0,6.0,27181.0,54746.0,56.0,cv318,43.6687,142.4513,34.858578,136.81133,2012
女満別,中部,1368.0,6.0,24514.0,45323.0,70.0,cv320,43.87951,144.16162,34.858578,136.81133,2012
中部,新千歳,1084.0,94.0,506138.0,840949.0,3622.0,cv321,34.858578,136.81133,42.783703,141.68295,2012
新千歳,中部,1084.0,94.0,513273.0,843665.0,1619.0,cv322,42.783703,141.68295,34.858578,136.81133,2012
中部,仙台,657.0,24.0,77664.0,145350.0,266.0,cv323,34.858578,136.81133,38.138416,140.91295,2012
仙台,中部,657.0,24.0,78347.0,144565.0,104.0,cv324,38.138416,140.91295,34.858578,136.81133,2012
中部,秋田,721.0,12.0,31541.0,50664.0,22.0,cv325,34.858578,136.81133,39.614624,140.21924,2012
秋田,中部,721.0,12.0,30601.0,50594.0,3.0,cv326,39.614624,140.21924,34.858578,136.81133,2012
中部,新潟,585.0,13.0,27520.0,52760.0,20.0,cv329,34.858578,136.81133,37.95452,139.11305,2012
新潟,中部,585.0,13.0,31178.0,52612.0,3.0,cv330,37.95452,139.11305,34.858578,136.81133,2012
中部,松山,544.0,20.0,43009.0,75392.0,1.0,cv335,34.858578,136.81133,33.82728,132.70114,2012
松山,中部,544.0,20.0,43158.0,73588.0,1.0,cv336,33.82728,132.70114,34.858578,136.81133,2012
中部,福岡,744.0,78.0,296772.0,556083.0,2162.0,cv337,34.858578,136.81133,33.58499,130.44843,2012
福岡,中部,744.0,78.0,300781.0,560214.0,1339.0,cv338,33.58499,130.44843,34.858578,136.81133,2012
中部,長崎,830.0,13.0,57432.0,104851.0,148.0,cv339,34.858578,136.81133,32.916122,129.9171,2012
長崎,中部,830.0,13.0,57801.0,104718.0,170.0,cv340,32.916122,129.9171,34.858578,136.81133,2012
中部,熊本,750.0,19.0,67755.0,165015.0,26.0,cv341,34.858578,136.81133,32.836884,130.85698,2012
熊本,中部,750.0,19.0,69169.0,163903.0,309.0,cv342,32.836884,130.85698,34.858578,136.81133,2012
中部,大分,612.0,14.0,34294.0,56274.0,5.0,cv343,34.858578,136.81133,33.47985,131.73596,2012
大分,中部,612.0,14.0,32591.0,56123.0,20.0,cv344,33.47985,131.73596,34.858578,136.81133,2012
中部,宮崎,692.0,20.0,85785.0,185269.0,140.0,cv345,34.858578,136.81133,31.875992,131.44746,2012
宮崎,中部,692.0,20.0,83019.0,182253.0,292.0,cv346,31.875992,131.44746,34.858578,136.81133,2012
中部,鹿児島,806.0,28.0,137566.0,229732.0,385.0,cv347,34.858578,136.81133,31.804005,130.71729,2012
鹿児島,中部,806.0,27.0,141019.0,229012.0,641.0,cv348,31.804005,130.71729,34.858578,136.81133,2012
中部,那覇,1470.0,60.0,422538.0,633274.0,7359.0,cv349,34.858578,136.81133,26.199286,127.64285,2012
那覇,中部,1470.0,60.0,419288.0,631551.0,5061.0,cv350,26.199286,127.64285,34.858578,136.81133,2012
中部,石垣,1865.0,6.0,33545.0,53395.0,112.0,cv351,34.858578,136.81133,24.34473,124.185486,2012
石垣,中部,1865.0,6.0,48446.0,53535.0,673.0,cv352,24.34473,124.185486,34.858578,136.81133,2012
神戸,新千歳,1251.0,31.0,215353.0,308598.0,686.0,cv353,34.63442,135.22852,42.783703,141.68295,2012
新千歳,神戸,1251.0,31.0,247683.0,358264.0,2248.0,cv354,42.783703,141.68295,34.63442,135.22852,2012
神戸,那覇,1308.0,34.0,251171.0,374846.0,1975.0,cv363,34.63442,135.22852,26.199286,127.64285,2012
那覇,神戸,1308.0,34.0,251302.0,355865.0,1158.0,cv364,26.199286,127.64285,34.63442,135.22852,2012
出雲,隠岐,143.0,6.0,7420.0,12636.0,1.0,cv365,35.41347,132.8881,36.17799,133.32285,2012
隠岐,出雲,143.0,6.0,8204.0,12636.0,1.0,cv366,36.17799,133.32285,35.41347,132.8881,2012
岡山,新千歳,1266.0,3.0,20501.0,31060.0,44.0,cv367,34.75624,133.8539,42.783703,141.68295,2012
新千歳,岡山,1266.0,3.0,21740.0,30891.0,11.0,cv368,42.783703,141.68295,34.75624,133.8539,2012
広島,新千歳,1361.0,6.0,39548.0,58627.0,467.0,cv369,34.437153,132.91936,42.783703,141.68295,2012
新千歳,広島,1361.0,6.0,38777.0,58479.0,22.0,cv370,42.783703,141.68295,34.437153,132.91936,2012
広島,那覇,1143.0,9.0,63600.0,92234.0,346.0,cv371,34.437153,132.91936,26.199286,127.64285,2012
那覇,広島,1143.0,9.0,63277.0,90724.0,342.0,cv372,26.199286,127.64285,34.437153,132.91936,2012
高松,那覇,1194.0,6.0,63157.0,96412.0,1290.0,cv373,34.21506,134.01823,26.199286,127.64285,2012
那覇,高松,1194.0,6.0,63837.0,96821.0,204.0,cv374,26.199286,127.64285,34.21506,134.01823,2012
松山,新千歳,1484.0,4.0,18909.0,37829.0,23.0,cv375,33.82728,132.70114,42.783703,141.68295,2012
福岡,仙台,1256.0,18.0,57596.0,73452.0,52.0,cv379,33.58499,130.44843,38.138416,140.91295,2012
仙台,福岡,1256.0,18.0,57552.0,74264.0,14.0,cv380,38.138416,140.91295,33.58499,130.44843,2012
福岡,新潟,1156.0,8.0,31915.0,53690.0,15.0,cv381,33.58499,130.44843,37.95452,139.11305,2012
新潟,福岡,1156.0,8.0,27368.0,53690.0,42.0,cv382,37.95452,139.11305,33.58499,130.44843,2012
福岡,金沢,802.0,13.0,56347.0,94225.0,34.0,cv383,33.58499,130.44843,36.3938,136.41144,2012
金沢,福岡,802.0,13.0,56522.0,94942.0,97.0,cv384,36.3938,136.41144,33.58499,130.44843,2012
出雲,福岡,415.0,14.0,16110.0,26936.0,3.0,cv388,35.41347,132.8881,33.58499,130.44843,2012
徳島,福岡,514.0,13.0,13994.0,25668.0,1.0,cv390,34.13451,134.59927,33.58499,130.44843,2012
福岡,松山,319.0,40.0,53188.0,83108.0,5.0,cv391,33.58499,130.44843,33.82728,132.70114,2012
松山,福岡,319.0,40.0,52877.0,82890.0,4.0,cv392,33.82728,132.70114,33.58499,130.44843,2012
福岡,高知,419.0,20.0,27248.0,54592.0,1.0,cv393,33.58499,130.44843,33.546574,133.67201,2012
高知,福岡,419.0,20.0,27254.0,54668.0,1.0,cv394,33.546574,133.67201,33.58499,130.44843,2012
福岡,福江,260.0,26.0,45150.0,111462.0,36.0,cv395,33.58499,130.44843,32.66689,128.8333,2012
福江,福岡,260.0,26.0,47461.0,111380.0,161.0,cv396,32.66689,128.8333,33.58499,130.44843,2012
福岡,対馬,190.0,27.0,92462.0,182414.0,236.0,cv397,33.58499,130.44843,34.284546,129.3306,2012
対馬,福岡,190.0,27.0,94508.0,182289.0,217.0,cv398,34.284546,129.3306,33.58499,130.44843,2012
福岡,宮崎,307.0,64.0,157509.0,235586.0,80.0,cv399,33.58499,130.44843,31.875992,131.44746,2012
宮崎,福岡,307.0,63.0,155653.0,234994.0,37.0,cv400,31.875992,131.44746,33.58499,130.44843,2012
福岡,屋久島,408.0,5.0,5023.0,9704.0,1.0,cv401,33.58499,130.44843,30.385855,130.65889,2012
福岡,奄美,672.0,5.0,10131.0,20424.0,7.0,cv403,33.58499,130.44843,28.430658,129.71019,2012
奄美,福岡,672.0,5.0,9609.0,20276.0,42.0,cv404,28.430658,129.71019,33.58499,130.44843,2012
福岡,石垣,1370.0,0.0,3846.0,5890.0,2.0,cv405,33.58499,130.44843,24.34473,124.185486,2012
長崎,壱岐,126.0,12.0,13136.0,24453.0,1.0,cv407,32.916122,129.9171,33.749027,129.78566,2012
壱岐,長崎,126.0,12.0,14404.0,24453.0,5.0,cv408,33.749027,129.78566,32.916122,129.9171,2012
長崎,福江,202.0,17.0,14053.0,35763.0,1.0,cv409,32.916122,129.9171,32.66689,128.8333,2012
福江,長崎,202.0,17.0,14830.0,35724.0,37.0,cv410,32.66689,128.8333,32.916122,129.9171,2012
長崎,対馬,217.0,26.0,33056.0,54483.0,3.0,cv411,32.916122,129.9171,34.284546,129.3306,2012
対馬,長崎,217.0,26.0,33860.0,54405.0,9.0,cv412,34.284546,129.3306,32.916122,129.9171,2012
熊本,那覇,890.0,6.0,31991.0,53817.0,232.0,cv415,32.836884,130.85698,26.199286,127.64285,2012
那覇,熊本,890.0,6.0,31967.0,53962.0,23.0,cv416,26.199286,127.64285,32.836884,130.85698,2012
天草,福岡,221.0,19.0,18172.0,39078.0,1.0,cv417,32.482136,130.15907,33.58499,130.44843,2012
宮崎,那覇,859.0,6.0,31484.0,52610.0,268.0,cv421,31.875992,131.44746,26.199286,127.64285,2012
那覇,宮崎,859.0,6.0,31520.0,53358.0,3.0,cv422,26.199286,127.64285,31.875992,131.44746,2012
鹿児島,福岡,274.0,24.0,32207.0,62756.0,46.0,cv425,31.804005,130.71729,33.58499,130.44843,2012
福岡,鹿児島,274.0,24.0,32485.0,62468.0,85.0,cv426,33.58499,130.44843,31.804005,130.71729,2012
鹿児島,種子島,181.0,30.0,31957.0,57748.0,135.0,cv429,31.804005,130.71729,30.604635,130.99226,2012
種子島,鹿児島,181.0,30.0,31945.0,57604.0,62.0,cv430,30.604635,130.99226,31.804005,130.71729,2012
鹿児島,屋久島,194.0,33.0,49142.0,95916.0,77.0,cv431,31.804005,130.71729,30.385855,130.65889,2012
屋久島,鹿児島,194.0,33.0,50153.0,96676.0,66.0,cv432,30.385855,130.65889,31.804005,130.71729,2012
鹿児島,奄美,467.0,58.0,124173.0,233198.0,442.0,cv433,31.804005,130.71729,28.430658,129.71019,2012
奄美,鹿児島,467.0,58.0,127435.0,233048.0,299.0,cv434,28.430658,129.71019,31.804005,130.71729,2012
鹿児島,喜界島,467.0,14.0,15665.0,24763.0,59.0,cv435,31.804005,130.71729,28.321547,129.92796,2012
喜界島,鹿児島,467.0,13.0,16301.0,24813.0,5.0,cv436,28.321547,129.92796,31.804005,130.71729,2012
鹿児島,徳之島,560.0,28.0,61072.0,108248.0,171.0,cv437,31.804005,130.71729,27.835354,128.881,2012
徳之島,鹿児島,560.0,28.0,61401.0,108248.0,24.0,cv438,27.835354,128.881,31.804005,130.71729,2012
鹿児島,沖永良部,579.0,20.0,32873.0,65128.0,115.0,cv439,31.804005,130.71729,27.431463,128.70547,2012
沖永良部,鹿児島,579.0,20.0,33574.0,63502.0,19.0,cv440,27.431463,128.70547,31.804005,130.71729,2012
鹿児島,与論,627.0,6.0,11241.0,26528.0,34.0,cv441,31.804005,130.71729,27.043818,128.40117,2012
与論,鹿児島,627.0,6.0,10573.0,23983.0,6.0,cv442,27.043818,128.40117,31.804005,130.71729,2012
鹿児島,那覇,758.0,20.0,79742.0,154361.0,630.0,cv443,31.804005,130.71729,26.199286,127.64285,2012
那覇,鹿児島,758.0,20.0,80398.0,153977.0,107.0,cv444,26.199286,127.64285,31.804005,130.71729,2012
奄美,喜界島,81.0,20.0,19771.0,38124.0,93.0,cv445,28.430658,129.71019,28.321547,129.92796,2012
喜界島,奄美,81.0,20.0,17744.0,38052.0,81.0,cv446,28.321547,129.92796,28.430658,129.71019,2012
奄美,徳之島,181.0,13.0,10682.0,25380.0,24.0,cv447,28.430658,129.71019,27.835354,128.881,2012
徳之島,奄美,181.0,13.0,11822.0,25416.0,1.0,cv448,27.835354,128.881,28.430658,129.71019,2012
奄美,沖永良部,204.0,3.0,3727.0,7236.0,9.0,cv449,28.430658,129.71019,27.431463,128.70547,2012
奄美,与論,256.0,2.0,1971.0,5292.0,6.0,cv451,28.430658,129.71019,27.043818,128.40117,2012
奄美,那覇,390.0,6.0,7756.0,13945.0,15.0,cv453,28.430658,129.71019,26.199286,127.64285,2012
那覇,奄美,390.0,6.0,7443.0,13984.0,46.0,cv454,26.199286,127.64285,28.430658,129.71019,2012
与論,沖永良部,100.0,2.0,2475.0,4419.0,4.0,cv455,27.043818,128.40117,27.431463,128.70547,2012
沖永良部,与論,100.0,3.0,3283.0,7083.0,3.0,cv456,27.431463,128.70547,27.043818,128.40117,2012
南大東島,北大東島,62.0,2.0,4592.0,5889.0,36.0,cv457,25.84651,131.26451,25.944302,131.3256,2012
北大東島,南大東島,62.0,3.0,5668.0,7956.0,30.0,cv458,25.944302,131.3256,25.84651,131.26451,2012
那覇,金沢,1577.0,7.0,37774.0,56610.0,12.0,cv459,26.199286,127.64285,36.3938,136.41144,2012
金沢,那覇,1577.0,7.0,37340.0,56610.0,146.0,cv460,36.3938,136.41144,26.199286,127.64285,2012
那覇,岡山,1252.0,7.0,44871.0,59555.0,12.0,cv461,26.199286,127.64285,34.75624,133.8539,2012
岡山,那覇,1252.0,7.0,44626.0,60135.0,185.0,cv462,34.75624,133.8539,26.199286,127.64285,2012
