dep,arr,dist,freq,pasN,pasV,crgN,cv_id,dep_lat,dep_lon,arr_lat,arr_lon,year
中部,新潟,585.0,13.0,25257.0,53405.0,15.0,cv_00912,34.858578,136.81133,37.95452,139.11305,2011
新潟,中部,585.0,13.0,27934.0,53303.0,7.0,cv_00913,37.95452,139.11305,34.858578,136.81133,2011
中部,米子,442.0,6.0,11013.0,25196.0,0.0,cv_00914,34.858578,136.81133,35.493343,133.24126,2011
米子,中部,442.0,6.0,13493.0,25140.0,0.0,cv_00915,35.493343,133.24126,34.858578,136.81133,2011
中部,徳島,364.0,6.0,7479.0,25781.0,0.0,cv_00916,34.858578,136.81133,34.13451,134.59927,2011
徳島,中部,364.0,6.0,5361.0,25781.0,0.0,cv_00917,34.13451,134.59927,34.858578,136.81133,2011
中部,松山,544.0,14.0,28946.0,50669.0,1.0,cv_00918,34.858578,136.81133,33.82728,132.70114,2011
松山,中部,544.0,13.0,29254.0,50170.0,1.0,cv_00919,33.82728,132.70114,34.858578,136.81133,2011
中部,福岡,744.0,83.0,318379.0,507612.0,2261.0,cv_00920,34.858578,136.81133,33.58499,130.44843,2011
福岡,中部,744.0,83.0,319117.0,505968.0,1261.0,cv_00921,33.58499,130.44843,34.858578,136.81133,2011
中部,長崎,830.0,14.0,56895.0,102819.0,111.0,cv_00922,34.858578,136.81133,32.916122,129.9171,2011
長崎,中部,830.0,14.0,58696.0,102817.0,152.0,cv_00923,32.916122,129.9171,34.858578,136.81133,2011
中部,熊本,750.0,15.0,63587.0,108178.0,30.0,cv_00924,34.858578,136.81133,32.836884,130.85698,2011
熊本,中部,750.0,15.0,64271.0,107645.0,120.0,cv_00925,32.836884,130.85698,34.858578,136.81133,2011
中部,大分,612.0,14.0,43890.0,91758.0,149.0,cv_00926,34.858578,136.81133,33.47985,131.73596,2011
大分,中部,612.0,14.0,41614.0,91629.0,102.0,cv_00927,33.47985,131.73596,34.858578,136.81133,2011
中部,宮崎,692.0,21.0,89029.0,190676.0,126.0,cv_00928,34.858578,136.81133,31.875992,131.44746,2011
宮崎,中部,692.0,21.0,86149.0,190229.0,272.0,cv_00929,31.875992,131.44746,34.858578,136.81133,2011
中部,鹿児島,806.0,44.0,185339.0,336856.0,452.0,cv_00930,34.858578,136.81133,31.804005,130.71729,2011
鹿児島,中部,806.0,44.0,190556.0,336430.0,767.0,cv_00931,31.804005,130.71729,34.858578,136.81133,2011
中部,那覇,1470.0,46.0,466558.0,702037.0,9249.0,cv_00932,34.858578,136.81133,26.199286,127.64285,2011
那覇,中部,1470.0,47.0,466856.0,703341.0,6815.0,cv_00933,26.199286,127.64285,34.858578,136.81133,2011
中部,石垣,1865.0,6.0,32090.0,54127.0,16.0,cv_00934,34.858578,136.81133,24.34473,124.185486,2011
石垣,中部,1865.0,7.0,43435.0,53672.0,542.0,cv_00935,24.34473,124.185486,34.858578,136.81133,2011
神戸,新千歳,1251.0,33.0,256042.0,386596.0,2033.0,cv_00936,34.63442,135.22852,42.783703,141.68295,2011
新千歳,神戸,1251.0,33.0,283692.0,414887.0,2996.0,cv_00937,42.783703,141.68295,34.63442,135.22852,2011
神戸,茨城,501.0,4.0,27663.0,40710.0,0.0,cv_00938,34.63442,135.22852,36.183098,140.42125,2011
茨城,神戸,501.0,4.0,27687.0,40710.0,0.0,cv_00939,36.183098,140.42125,34.63442,135.22852,2011
神戸,福岡,594.0,1.0,3431.0,16992.0,0.0,cv_00940,34.63442,135.22852,33.58499,130.44843,2011
福岡,神戸,594.0,1.0,3737.0,16992.0,0.0,cv_00941,33.58499,130.44843,34.63442,135.22852,2011
神戸,長崎,528.0,1.0,7167.0,10974.0,0.0,cv_00942,34.63442,135.22852,32.916122,129.9171,2011
長崎,神戸,528.0,1.0,5341.0,10797.0,0.0,cv_00943,32.916122,129.9171,34.63442,135.22852,2011
神戸,熊本,599.0,8.0,16316.0,46860.0,0.0,cv_00944,34.63442,135.22852,32.836884,130.85698,2011
熊本,神戸,599.0,8.0,15664.0,46899.0,0.0,cv_00945,32.836884,130.85698,34.63442,135.22852,2011
神戸,鹿児島,632.0,5.0,27603.0,52746.0,0.0,cv_00946,34.63442,135.22852,31.804005,130.71729,2011
鹿児島,神戸,632.0,5.0,28645.0,52392.0,0.0,cv_00947,31.804005,130.71729,34.63442,135.22852,2011
神戸,那覇,1308.0,40.0,280216.0,432901.0,2396.0,cv_00948,34.63442,135.22852,26.199286,127.64285,2011
那覇,神戸,1308.0,40.0,276364.0,433391.0,1545.0,cv_00949,26.199286,127.64285,34.63442,135.22852,2011
神戸,石垣,1680.0,2.0,11708.0,22547.0,0.0,cv_00950,34.63442,135.22852,24.34473,124.185486,2011
石垣,神戸,1680.0,2.0,17551.0,22542.0,76.0,cv_00951,24.34473,124.185486,34.63442,135.22852,2011
出雲,隠岐,143.0,6.0,6718.0,12816.0,1.0,cv_00952,35.41347,132.8881,36.17799,133.32285,2011
隠岐,出雲,143.0,6.0,7293.0,12744.0,1.0,cv_00953,36.17799,133.32285,35.41347,132.8881,2011
岡山,新千歳,1266.0,4.0,37232.0,57506.0,150.0,cv_00954,34.75624,133.8539,42.783703,141.68295,2011
新千歳,岡山,1266.0,4.0,37969.0,57389.0,162.0,cv_00955,42.783703,141.68295,34.75624,133.8539,2011
広島,新千歳,1361.0,7.0,49659.0,73048.0,326.0,cv_00956,34.437153,132.91936,42.783703,141.68295,2011
新千歳,広島,1361.0,7.0,51436.0,73361.0,357.0,cv_00957,42.783703,141.68295,34.437153,132.91936,2011
広島,那覇,1143.0,9.0,82090.0,129500.0,1095.0,cv_00958,34.437153,132.91936,26.199286,127.64285,2011
那覇,広島,1143.0,9.0,83036.0,128313.0,548.0,cv_00959,26.199286,127.64285,34.437153,132.91936,2011
高松,那覇,1194.0,7.0,58323.0,98381.0,1317.0,cv_00960,34.21506,134.01823,26.199286,127.64285,2011
那覇,高松,1194.0,7.0,59383.0,98297.0,316.0,cv_00961,26.199286,127.64285,34.21506,134.01823,2011
福岡,仙台,1256.0,30.0,111226.0,173229.0,483.0,cv_00962,33.58499,130.44843,38.138416,140.91295,2011
仙台,福岡,1256.0,30.0,110391.0,172961.0,216.0,cv_00963,38.138416,140.91295,33.58499,130.44843,2011
福岡,新潟,1156.0,6.0,30790.0,46132.0,9.0,cv_00964,33.58499,130.44843,37.95452,139.11305,2011
新潟,福岡,1156.0,6.0,24881.0,46009.0,48.0,cv_00965,37.95452,139.11305,33.58499,130.44843,2011
福岡,金沢,802.0,14.0,61213.0,99803.0,96.0,cv_00966,33.58499,130.44843,36.3938,136.41144,2011
金沢,福岡,802.0,14.0,60094.0,99802.0,102.0,cv_00967,36.3938,136.41144,33.58499,130.44843,2011
福岡,松本,906.0,5.0,10129.0,21432.0,0.0,cv_00968,33.58499,130.44843,36.166203,137.92468,2011
松本,福岡,906.0,5.0,9977.0,21040.0,0.0,cv_00969,36.166203,137.92468,33.58499,130.44843,2011
福岡,出雲,415.0,14.0,16124.0,27324.0,1.0,cv_00970,33.58499,130.44843,35.41347,132.8881,2011
出雲,福岡,415.0,14.0,16127.0,27216.0,1.0,cv_00971,35.41347,132.8881,33.58499,130.44843,2011
福岡,徳島,514.0,13.0,15867.0,26172.0,1.0,cv_00972,33.58499,130.44843,34.13451,134.59927,2011
徳島,福岡,514.0,13.0,14744.0,26172.0,1.0,cv_00973,34.13451,134.59927,33.58499,130.44843,2011
福岡,松山,319.0,29.0,51136.0,92396.0,5.0,cv_00974,33.58499,130.44843,33.82728,132.70114,2011
松山,福岡,319.0,29.0,51871.0,92396.0,1.0,cv_00975,33.82728,132.70114,33.58499,130.44843,2011
福岡,高知,419.0,20.0,29823.0,54626.0,0.0,cv_00976,33.58499,130.44843,33.546574,133.67201,2011
高知,福岡,419.0,20.0,29674.0,54524.0,0.0,cv_00977,33.546574,133.67201,33.58499,130.44843,2011
福岡,福江,260.0,26.0,45699.0,114555.0,37.0,cv_00978,33.58499,130.44843,32.66689,128.8333,2011
福江,福岡,260.0,26.0,49766.0,114624.0,165.0,cv_00979,32.66689,128.8333,33.58499,130.44843,2011
福岡,対馬,190.0,27.0,93495.0,181607.0,263.0,cv_00980,33.58499,130.44843,34.284546,129.3306,2011
対馬,福岡,190.0,27.0,96685.0,181610.0,254.0,cv_00981,34.284546,129.3306,33.58499,130.44843,2011
福岡,宮崎,307.0,52.0,181229.0,317379.0,70.0,cv_00982,33.58499,130.44843,31.875992,131.44746,2011
宮崎,福岡,307.0,52.0,179010.0,317158.0,63.0,cv_00983,31.875992,131.44746,33.58499,130.44843,2011
福岡,石垣,1370.0,3.0,14325.0,24094.0,16.0,cv_00984,33.58499,130.44843,24.34473,124.185486,2011
石垣,福岡,1370.0,3.0,13376.0,24330.0,5.0,cv_00985,24.34473,124.185486,33.58499,130.44843,2011
北九州,那覇,1072.0,3.0,13159.0,31040.0,110.0,cv_00986,33.8417,131.03409,26.199286,127.64285,2011
那覇,北九州,1072.0,3.0,14053.0,30706.0,5.0,cv_00987,26.199286,127.64285,33.8417,131.03409,2011
長崎,壱岐,126.0,11.0,13541.0,24219.0,1.0,cv_00988,32.916122,129.9171,33.749027,129.78566,2011
壱岐,長崎,126.0,11.0,14934.0,24219.0,5.0,cv_00989,33.749027,129.78566,32.916122,129.9171,2011
長崎,福江,202.0,17.0,14022.0,35022.0,1.0,cv_00990,32.916122,129.9171,32.66689,128.8333,2011
福江,長崎,202.0,17.0,15242.0,34749.0,30.0,cv_00991,32.66689,128.8333,32.916122,129.9171,2011
長崎,対馬,217.0,26.0,33655.0,53430.0,3.0,cv_00992,32.916122,129.9171,34.284546,129.3306,2011
対馬,長崎,217.0,26.0,34255.0,53391.0,9.0,cv_00993,34.284546,129.3306,32.916122,129.9171,2011
長崎,那覇,915.0,6.0,25019.0,54123.0,0.0,cv_00994,32.916122,129.9171,26.199286,127.64285,2011
那覇,長崎,915.0,6.0,25154.0,54125.0,0.0,cv_00995,26.199286,127.64285,32.916122,129.9171,2011
熊本,那覇,890.0,6.0,34778.0,53823.0,141.0,cv_00996,32.836884,130.85698,26.199286,127.64285,2011
那覇,熊本,890.0,6.0,35102.0,54273.0,27.0,cv_00997,26.199286,127.64285,32.836884,130.85698,2011
天草,福岡,221.0,18.0,20871.0,37986.0,3.0,cv_00998,32.482136,130.15907,33.58499,130.44843,2011
福岡,天草,221.0,18.0,20121.0,37791.0,0.0,cv_00999,33.58499,130.44843,32.482136,130.15907,2011
天草,熊本,119.0,5.0,6727.0,12090.0,0.0,cv_01000,32.482136,130.15907,32.836884,130.85698,2011
熊本,天草,119.0,6.0,6799.0,12285.0,0.0,cv_01001,32.836884,130.85698,32.482136,130.15907,2011
宮崎,広島西,354.0,5.0,4781.0,9722.0,0.0,cv_01002,31.875992,131.44746,34.367287,132.41405,2011
広島西,宮崎,354.0,5.0,4845.0,10800.0,0.0,cv_01003,34.367287,132.41405,31.875992,131.44746,2011
宮崎,那覇,859.0,6.0,33857.0,54422.0,295.0,cv_01004,31.875992,131.44746,26.199286,127.64285,2011
那覇,宮崎,859.0,6.0,33690.0,54267.0,4.0,cv_01005,26.199286,127.64285,31.875992,131.44746,2011
鹿児島,岡山,557.0,11.0,8900.0,21528.0,3.0,cv_01006,31.804005,130.71729,34.75624,133.8539,2011
岡山,鹿児島,557.0,11.0,8589.0,21492.0,0.0,cv_01007,34.75624,133.8539,31.804005,130.71729,2011
鹿児島,広島西,395.0,17.0,13704.0,29201.0,0.0,cv_01008,31.804005,130.71729,34.367287,132.41405,2011
広島西,鹿児島,395.0,17.0,13286.0,31968.0,0.0,cv_01009,34.367287,132.41405,31.804005,130.71729,2011
鹿児島,高松,549.0,5.0,5088.0,10836.0,0.0,cv_01010,31.804005,130.71729,34.21506,134.01823,2011
高松,鹿児島,549.0,5.0,4879.0,10728.0,0.0,cv_01011,34.21506,134.01823,31.804005,130.71729,2011
鹿児島,松山,377.0,7.0,7808.0,13140.0,1.0,cv_01012,31.804005,130.71729,33.82728,132.70114,2011
松山,鹿児島,377.0,6.0,7617.0,13032.0,0.0,cv_01013,33.82728,132.70114,31.804005,130.71729,2011
鹿児島,福岡,274.0,37.0,67542.0,114056.0,56.0,cv_01014,31.804005,130.71729,33.58499,130.44843,2011
福岡,鹿児島,274.0,37.0,67582.0,113652.0,105.0,cv_01015,33.58499,130.44843,31.804005,130.71729,2011
鹿児島,長崎,165.0,5.0,3943.0,11232.0,0.0,cv_01016,31.804005,130.71729,32.916122,129.9171,2011
長崎,鹿児島,165.0,5.0,3808.0,11232.0,0.0,cv_01017,32.916122,129.9171,31.804005,130.71729,2011
鹿児島,種子島,181.0,26.0,34173.0,73654.0,140.0,cv_01018,31.804005,130.71729,30.604635,130.99226,2011
種子島,鹿児島,181.0,26.0,35302.0,73506.0,117.0,cv_01019,30.604635,130.99226,31.804005,130.71729,2011
鹿児島,屋久島,194.0,32.0,58218.0,119278.0,68.0,cv_01020,31.804005,130.71729,30.385855,130.65889,2011
屋久島,鹿児島,194.0,32.0,60313.0,118872.0,25.0,cv_01021,30.385855,130.65889,31.804005,130.71729,2011
鹿児島,奄美,467.0,45.0,126206.0,254539.0,524.0,cv_01022,31.804005,130.71729,28.430658,129.71019,2011
奄美,鹿児島,467.0,45.0,130385.0,254797.0,483.0,cv_01023,28.430658,129.71019,31.804005,130.71729,2011
鹿児島,喜界島,467.0,14.0,16484.0,24679.0,65.0,cv_01024,31.804005,130.71729,28.321547,129.92796,2011
喜界島,鹿児島,467.0,13.0,16361.0,24693.0,16.0,cv_01025,28.321547,129.92796,31.804005,130.71729,2011
鹿児島,徳之島,560.0,25.0,61182.0,112429.0,175.0,cv_01026,31.804005,130.71729,27.835354,128.881,2011
徳之島,鹿児島,560.0,25.0,62556.0,112281.0,305.0,cv_01027,27.835354,128.881,31.804005,130.71729,2011
鹿児島,沖永良部,579.0,20.0,32241.0,65104.0,118.0,cv_01028,31.804005,130.71729,27.431463,128.70547,2011
沖永良部,鹿児島,579.0,20.0,33165.0,63360.0,31.0,cv_01029,27.431463,128.70547,31.804005,130.71729,2011
鹿児島,与論,627.0,7.0,11745.0,27186.0,35.0,cv_01030,31.804005,130.71729,27.043818,128.40117,2011
与論,鹿児島,627.0,7.0,10969.0,24599.0,18.0,cv_01031,27.043818,128.40117,31.804005,130.71729,2011
鹿児島,那覇,758.0,20.0,83372.0,153978.0,784.0,cv_01032,31.804005,130.71729,26.199286,127.64285,2011
那覇,鹿児島,758.0,20.0,82727.0,154271.0,258.0,cv_01033,26.199286,127.64285,31.804005,130.71729,2011
奄美,喜界島,81.0,20.0,18718.0,38124.0,94.0,cv_01034,28.430658,129.71019,28.321547,129.92796,2011
喜界島,奄美,81.0,20.0,18139.0,38124.0,104.0,cv_01035,28.321547,129.92796,28.430658,129.71019,2011
奄美,徳之島,181.0,13.0,10278.0,25632.0,18.0,cv_01036,28.430658,129.71019,27.835354,128.881,2011
徳之島,奄美,181.0,13.0,10059.0,25596.0,1.0,cv_01037,27.835354,128.881,28.430658,129.71019,2011
奄美,沖永良部,204.0,4.0,3890.0,8676.0,8.0,cv_01038,28.430658,129.71019,27.431463,128.70547,2011
沖永良部,奄美,204.0,3.0,3857.0,7149.0,1.0,cv_01039,27.431463,128.70547,28.430658,129.71019,2011
奄美,与論,256.0,2.0,1344.0,4068.0,4.0,cv_01040,28.430658,129.71019,27.043818,128.40117,2011
与論,奄美,256.0,2.0,1996.0,4828.0,0.0,cv_01041,27.043818,128.40117,28.430658,129.71019,2011
奄美,那覇,390.0,6.0,7895.0,14151.0,15.0,cv_01042,28.430658,129.71019,26.199286,127.64285,2011
那覇,奄美,390.0,6.0,7875.0,14151.0,50.0,cv_01043,26.199286,127.64285,28.430658,129.71019,2011
与論,沖永良部,100.0,3.0,2039.0,5972.0,3.0,cv_01044,27.043818,128.40117,27.431463,128.70547,2011
沖永良部,与論,100.0,4.0,2561.0,8483.0,3.0,cv_01045,27.431463,128.70547,27.043818,128.40117,2011
南大東島,北大東島,62.0,2.0,4453.0,6006.0,33.0,cv_01046,25.84651,131.26451,25.944302,131.3256,2011
北大東島,南大東島,62.0,3.0,5484.0,7839.0,28.0,cv_01047,25.944302,131.3256,25.84651,131.26451,2011
那覇,金沢,1577.0,7.0,40906.0,59205.0,8.0,cv_01048,26.199286,127.64285,36.3938,136.41144,2011
金沢,那覇,1577.0,7.0,40906.0,59805.0,103.0,cv_01049,36.3938,136.41144,26.199286,127.64285,2011
那覇,岡山,1252.0,7.0,42234.0,59909.0,11.0,cv_01050,26.199286,127.64285,34.75624,133.8539,2011
岡山,那覇,1252.0,7.0,41725.0,59869.0,185.0,cv_01051,34.75624,133.8539,26.199286,127.64285,2011
那覇,松山,1072.0,5.0,28343.0,45390.0,7.0,cv_01052,26.199286,127.64285,33.82728,132.70114,2011
松山,那覇,1072.0,5.0,27857.0,45240.0,23.0,cv_01053,33.82728,132.70114,26.199286,127.64285,2011
那覇,与論,231.0,11.0,13501.0,24575.0,9.0,cv_01054,26.199286,127.64285,27.043818,128.40117,2011
与論,那覇,231.0,11.0,14610.0,24586.0,2.0,cv_01055,27.043818,128.40117,26.199286,127.64285,2011
那覇,北大東島,417.0,3.0,5874.0,7995.0,36.0,cv_01056,26.199286,127.64285,25.944302,131.3256,2011
北大東島,那覇,417.0,3.0,4884.0,6201.0,33.0,cv_01057,25.944302,131.3256,26.199286,127.64285,2011
那覇,南大東島,414.0,9.0,13434.0,21538.0,112.0,cv_01058,26.199286,127.64285,25.84651,131.26451,2011
南大東島,那覇,414.0,10.0,14306.0,23293.0,101.0,cv_01059,25.84651,131.26451,26.199286,127.64285,2011
那覇,久米島,168.0,43.0,111997.0,180331.0,777.0,cv_01060,26.199286,127.64285,26.36407,126.71598,2011
久米島,那覇,168.0,43.0,111934.0,180240.0,1130.0,cv_01061,26.36407,126.71598,26.199286,127.64285,2011
那覇,宮古,352.0,92.0,423339.0,638976.0,5963.0,cv_01062,26.199286,127.64285,24.782349,125.29589,2011
宮古,那覇,352.0,88.0,414990.0,607187.0,6302.0,cv_01063,24.782349,125.29589,26.199286,127.64285,2011
那覇,石垣,472.0,144.0,560966.0,1022197.0,7913.0,cv_01064,26.199286,127.64285,24.34473,124.185486,2011
石垣,那覇,472.0,152.0,593601.0,1088461.0,7631.0,cv_01065,24.34473,124.185486,26.199286,127.64285,2011
那覇,与那国,597.0,3.0,4702.0,9082.0,3.0,cv_01066,26.199286,127.64285,24.467075,122.97841,2011
与那国,那覇,597.0,3.0,3719.0,9082.0,2.0,cv_01067,24.467075,122.97841,26.199286,127.64285,2011
宮古,石垣,183.0,14.0,36360.0,83761.0,137.0,cv_01068,24.782349,125.29589,24.34473,124.185486,2011
石垣,宮古,183.0,10.0,25020.0,47351.0,126.0,cv_01069,24.34473,124.185486,24.782349,125.29589,2011
多良間,宮古,86.0,13.0,14475.0,28002.0,98.0,cv_01070,24.6538,124.676414,24.782349,125.29589,2011
宮古,多良間,86.0,13.0,14424.0,28002.0,169.0,cv_01071,24.782349,125.29589,24.6538,124.676414,2011
石垣,与那国,168.0,10.0,30737.0,62842.0,379.0,cv_01072,24.34473,124.185486,24.467075,122.97841,2011
与那国,石垣,168.0,10.0,31607.0,62642.0,357.0,cv_01073,24.467075,122.97841,24.34473,124.185486,2011
東京,新千歳,894.0,369.0,4167038.0,6187112.0,84252.0,cv1,35.551216,139.7762,42.783703,141.68295,2012
新千歳,東京,894.0,369.0,4231540.0,6148575.0,94792.0,cv2,42.783703,141.68295,35.551216,139.7762,2012
東京,大阪,514.0,207.0,2347059.0,3920060.0,36722.0,cv3,35.551216,139.7762,34.7914,135.4404,2012
大阪,東京,514.0,207.0,2402278.0,3913403.0,26971.0,cv4,34.7914,135.4404,35.551216,139.7762,2012
東京,関西,678.0,82.0,518633.0,866953.0,3644.0,cv5,35.551216,139.7762,34.431736,135.24341,2012
関西,東京,678.0,86.0,498231.0,877222.0,4537.0,cv6,34.431736,135.24341,35.551216,139.7762,2012
東京,福岡,1041.0,336.0,3559510.0,5638153.0,65981.0,cv7,35.551216,139.7762,33.58499,130.44843,2012
福岡,東京,1041.0,336.0,3612929.0,5636829.0,77558.0,cv8,33.58499,130.44843,35.551216,139.7762,2012
東京,那覇,1687.0,188.0,2403067.0,3579987.0,70287.0,cv9,35.551216,139.7762,26.199286,127.64285,2012
那覇,東京,1687.0,192.0,2414735.0,3612711.0,54450.0,cv10,26.199286,127.64285,35.551216,139.7762,2012
成田,新千歳,892.0,36.0,143987.0,297896.0,230.0,cv11,35.772907,140.3888,42.783703,141.68295,2012
新千歳,成田,892.0,36.0,143061.0,298667.0,40.0,cv12,42.783703,141.68295,35.772907,140.3888,2012
成田,大阪,589.0,27.0,205946.0,313243.0,1622.0,cv13,35.772907,140.3888,34.7914,135.4404,2012
大阪,成田,589.0,27.0,219894.0,313641.0,621.0,cv14,34.7914,135.4404,35.772907,140.3888,2012
成田,関西,752.0,5.0,18022.0,43508.0,134.0,cv15,35.772907,140.3888,34.431736,135.24341,2012
関西,成田,752.0,5.0,20082.0,45401.0,11.0,cv16,34.431736,135.24341,35.772907,140.3888,2012
成田,福岡,1107.0,36.0,120596.0,280962.0,95.0,cv17,35.772907,140.3888,33.58499,130.44843,2012
福岡,成田,1107.0,36.0,128445.0,280664.0,14.0,cv18,33.58499,130.44843,35.772907,140.3888,2012
成田,那覇,1887.0,14.0,81396.0,156769.0,214.0,cv19,35.772907,140.3888,26.199286,127.64285,2012
那覇,成田,1887.0,14.0,80708.0,159518.0,227.0,cv20,26.199286,127.64285,35.772907,140.3888,2012
大阪,新千歳,1161.0,23.0,269035.0,380672.0,6797.0,cv21,34.7914,135.4404,42.783703,141.68295,2012
新千歳,大阪,1161.0,23.0,262105.0,374736.0,5880.0,cv22,42.783703,141.68295,34.7914,135.4404,2012
大阪,福岡,578.0,81.0,329843.0,507083.0,3310.0,cv23,34.7914,135.4404,33.58499,130.44843,2012
福岡,大阪,578.0,81.0,331283.0,499671.0,2997.0,cv24,33.58499,130.44843,34.7914,135.4404,2012
大阪,那覇,1304.0,16.0,310503.0,398120.0,9079.0,cv25,34.7914,135.4404,26.199286,127.64285,2012
那覇,大阪,1304.0,16.0,295932.0,397069.0,6428.0,cv26,26.199286,127.64285,34.7914,135.4404,2012
関西,新千歳,1309.0,68.0,479943.0,786609.0,6633.0,cv27,34.431736,135.24341,42.783703,141.68295,2012
新千歳,関西,1309.0,70.0,489005.0,807438.0,7081.0,cv28,42.783703,141.68295,34.431736,135.24341,2012
関西,福岡,553.0,14.0,47220.0,95776.0,319.0,cv29,34.431736,135.24341,33.58499,130.44843,2012
福岡,関西,553.0,14.0,47566.0,91793.0,64.0,cv30,33.58499,130.44843,34.431736,135.24341,2012
関西,那覇,1261.0,65.0,458169.0,708342.0,19121.0,cv31,34.431736,135.24341,26.199286,127.64285,2012
那覇,関西,1261.0,65.0,469734.0,733665.0,16632.0,cv32,26.199286,127.64285,34.431736,135.24341,2012
福岡,新千歳,1614.0,21.0,189495.0,314430.0,5297.0,cv33,33.58499,130.44843,42.783703,141.68295,2012
新千歳,福岡,1614.0,21.0,190659.0,316446.0,4119.0,cv34,42.783703,141.68295,33.58499,130.44843,2012
福岡,那覇,1008.0,120.0,706798.0,1142834.0,15162.0,cv35,33.58499,130.44843,26.199286,127.64285,2012
那覇,福岡,1008.0,120.0,709223.0,1134784.0,8561.0,cv36,26.199286,127.64285,33.58499,130.44843,2012
東京,稚内,1195.0,9.0,50311.0,80610.0,7.0,cv37,35.551216,139.7762,45.403435,141.79831,2012
稚内,東京,1195.0,9.0,46765.0,80204.0,148.0,cv38,45.403435,141.79831,35.551216,139.7762,2012
東京,釧路,1032.0,34.0,208473.0,297226.0,618.0,cv39,35.551216,139.7762,43.042946,144.19371,2012
釧路,東京,1032.0,34.0,206321.0,296603.0,2301.0,cv40,43.042946,144.19371,35.551216,139.7762,2012
東京,函館,786.0,53.0,482563.0,729979.0,3156.0,cv41,35.551216,139.7762,41.77024,140.82375,2012
函館,東京,786.0,52.0,475905.0,728807.0,6304.0,cv42,41.77024,140.82375,35.551216,139.7762,2012
東京,旭川,1052.0,48.0,342925.0,461259.0,1915.0,cv43,35.551216,139.7762,43.6687,142.4513,2012
旭川,東京,1052.0,48.0,327488.0,460942.0,2121.0,cv44,43.6687,142.4513,35.551216,139.7762,2012
東京,帯広,999.0,43.0,240914.0,366300.0,1354.0,cv45,35.551216,139.7762,42.732624,143.21616,2012
帯広,東京,999.0,43.0,230488.0,366300.0,1587.0,cv46,42.732624,143.21616,35.551216,139.7762,2012
東京,中標津,1118.0,7.0,42459.0,64604.0,25.0,cv47,35.551216,139.7762,43.57671,144.95811,2012
中標津,東京,1118.0,7.0,36315.0,64604.0,294.0,cv48,43.57671,144.95811,35.551216,139.7762,2012
東京,女満別,1156.0,35.0,194019.0,276378.0,636.0,cv49,35.551216,139.7762,43.87951,144.16162,2012
女満別,東京,1156.0,35.0,188292.0,275900.0,1365.0,cv50,43.87951,144.16162,35.551216,139.7762,2012
紋別,東京,1233.0,5.0,18656.0,41239.0,26.0,cv52,44.293934,143.41962,35.551216,139.7762,2012
東京,青森,690.0,41.0,276475.0,382659.0,1337.0,cv53,35.551216,139.7762,40.734207,140.68896,2012
青森,東京,690.0,41.0,272824.0,382118.0,1151.0,cv54,40.734207,140.68896,35.551216,139.7762,2012
東京,三沢,685.0,21.0,125909.0,177067.0,282.0,cv55,35.551216,139.7762,40.70136,141.37703,2012
三沢,東京,685.0,20.0,126640.0,176265.0,273.0,cv56,40.70136,141.37703,35.551216,139.7762,2012
東京,秋田,555.0,51.0,392234.0,557873.0,978.0,cv57,35.551216,139.7762,39.614624,140.21924,2012
秋田,東京,555.0,51.0,388226.0,557270.0,891.0,cv58,39.614624,140.21924,35.551216,139.7762,2012
東京,大館,628.0,13.0,48464.0,92889.0,48.0,cv59,35.551216,139.7762,40.193546,140.3671,2012
大館,東京,628.0,13.0,49815.0,92594.0,26.0,cv60,40.193546,140.3671,35.551216,139.7762,2012
東京,山形,441.0,11.0,46400.0,63181.0,5.0,cv61,35.551216,139.7762,38.41174,140.36989,2012
山形,東京,441.0,11.0,46587.0,63507.0,3.0,cv62,38.41174,140.36989,35.551216,139.7762,2012
東京,庄内,489.0,29.0,168357.0,259440.0,226.0,cv63,35.551216,139.7762,38.81278,139.78952,2012
庄内,東京,489.0,29.0,170914.0,259435.0,382.0,cv64,38.81278,139.78952,35.551216,139.7762,2012
東京,大島,162.0,6.0,4842.0,19712.0,7.0,cv65,35.551216,139.7762,34.782726,139.36238,2012
大島,東京,162.0,6.0,4614.0,19710.0,3.0,cv66,34.782726,139.36238,35.551216,139.7762,2012
東京,八丈島,353.0,19.0,83036.0,146856.0,402.0,cv69,35.551216,139.7762,33.114906,139.78447,2012
八丈島,東京,353.0,19.0,88982.0,146858.0,852.0,cv70,33.114906,139.78447,35.551216,139.7762,2012
東京,富山,570.0,41.0,354618.0,551933.0,631.0,cv71,35.551216,139.7762,36.649124,137.18738,2012
富山,東京,570.0,41.0,357039.0,552443.0,723.0,cv72,36.649124,137.18738,35.551216,139.7762,2012
東京,金沢,528.0,78.0,708738.0,1147935.0,1518.0,cv73,35.551216,139.7762,36.3938,136.41144,2012
金沢,東京,528.0,77.0,703290.0,1145952.0,1392.0,cv74,36.3938,136.41144,35.551216,139.7762,2012
能登,東京,530.0,13.0,65553.0,119313.0,2.0,cv76,37.29361,136.96245,35.551216,139.7762,2012
東京,南紀白浜,634.0,20.0,42555.0,77650.0,3.0,cv79,35.551216,139.7762,33.662006,135.36325,2012
南紀白浜,東京,634.0,20.0,43608.0,76866.0,8.0,cv80,33.662006,135.36325,35.551216,139.7762,2012
